Date,Year,Avg_Price,Total_Volume,Small_4046,Medium_4225,Large_4770,Other_PLU,Total_Bags,Small_Bags,Medium_Bags,Large_Bags,Type,Region
2016-09-25,2016,2.24,9521,782,3275,19,5445,5445,5419,26,0,organic,Philadelphia
2016-09-18,2016,2.18,12536,765,2809,0,8962,8962,8857,105,0,organic,Philadelphia
2016-09-11,2016,2.08,15403,1346,4722,8,9327,9327,9245,82,0,organic,Philadelphia
2016-09-04,2016,2.04,12126,1240,4534,39,6313,6312,6312,0,0,organic,Philadelphia
2016-08-28,2016,2.06,6321,573,3403,23,2322,2322,2289,33,0,organic,Philadelphia
2016-08-21,2016,1.87,10605,882,4182,7,5534,5534,5365,169,0,organic,Philadelphia
2016-08-14,2016,2.06,6969,863,3718,16,2372,2372,2240,132,0,organic,Philadelphia
2016-08-07,2016,2.04,9269,729,3821,4,4715,4714,4646,68,0,organic,Philadelphia
2016-07-31,2016,2.2,7432,666,3284,14,3468,3467,3467,0,0,organic,Philadelphia
2016-07-24,2016,2.07,7958,625,3548,17,3768,3768,3587,181,0,organic,Philadelphia
2016-07-17,2016,2.16,13247,856,4252,21,8118,8119,6665,1454,0,organic,Philadelphia
2016-07-10,2016,2.15,10302,1248,4556,25,4473,4473,4063,410,0,organic,Philadelphia
2016-07-03,2016,2.16,10437,1028,4846,15,4548,4548,3592,956,0,organic,Philadelphia
2016-06-26,2016,2.16,9455,580,3965,29,4881,4882,3662,1220,0,organic,Philadelphia
2016-06-19,2016,2.19,10778,595,4221,0,5962,5962,5110,852,0,organic,Philadelphia
2016-06-12,2016,1.85,9058,939,4044,0,4075,4075,3297,778,0,organic,Philadelphia
2016-06-05,2016,1.91,9902,402,3389,13,6098,6099,5183,916,0,organic,Philadelphia
2016-05-29,2016,2.07,10739,623,3963,5,6148,6148,5230,918,0,organic,Philadelphia
2016-05-22,2016,1.97,11516,751,4399,9,6357,6358,6251,107,0,organic,Philadelphia
2016-05-15,2016,1.98,10923,549,3732,166,6476,6475,5472,1003,0,organic,Philadelphia
2016-05-08,2016,1.86,8515,480,3608,7,4420,4419,3417,1002,0,organic,Philadelphia
2016-05-01,2016,1.87,13101,1714,3815,2,7570,7570,7400,170,0,organic,Philadelphia
2016-04-24,2016,1.9,14652,1687,3106,14,9845,9846,9179,667,0,organic,Philadelphia
2016-04-17,2016,1.89,11964,933,3820,13,7198,7198,6602,596,0,organic,Philadelphia
2016-04-10,2016,1.95,10788,459,2810,13,7506,7505,5674,1831,0,organic,Philadelphia
2016-04-03,2016,1.81,13620,831,3208,8,9573,9573,8653,920,0,organic,Philadelphia
2016-03-27,2016,1.95,10597,466,2659,17,7455,7455,6055,1400,0,organic,Philadelphia
2016-03-20,2016,1.75,8420,745,3110,15,4550,4551,3438,1113,0,organic,Philadelphia
2016-03-13,2016,1.59,11341,2153,2873,0,6315,6315,2744,3571,0,organic,Philadelphia
2016-03-06,2016,1.53,16464,2517,5105,10,8832,8832,1463,7369,0,organic,Philadelphia
2016-02-28,2016,1.62,13804,1136,4948,4,7716,7716,2276,5440,0,organic,Philadelphia
2016-02-21,2016,1.79,9168,716,2560,6,5886,5886,1527,4359,0,organic,Philadelphia
2016-02-14,2016,2.07,5953,686,2616,23,2628,2627,1144,1483,0,organic,Philadelphia
2016-02-07,2016,1.86,9387,793,2576,11,6007,6007,1133,4874,0,organic,Philadelphia
2016-01-31,2016,1.53,11396,439,1843,18,9096,9096,230,8866,0,organic,Philadelphia
2016-01-24,2016,1.81,11722,372,2326,6,9018,9018,1264,7754,0,organic,Philadelphia
2016-01-17,2016,1.68,8383,805,1998,33,5547,5546,565,4981,0,organic,Philadelphia
2016-01-10,2016,1.37,13336,458,2760,9,10109,10110,114,9996,0,organic,Philadelphia
2016-01-03,2016,1.53,8789,150,1458,0,7181,7181,170,7011,0,organic,Philadelphia
2016-12-25,2016,1.85,8658,2182,3344,0,3132,3132,3117,15,0,organic,PhoenixTucson
2016-12-18,2016,1.83,6977,1653,2713,0,2611,2612,2609,3,0,organic,PhoenixTucson
2016-12-11,2016,1.83,8087,1880,3240,0,2967,2966,2915,51,0,organic,PhoenixTucson
2016-12-04,2016,1.96,7010,2315,3215,0,1480,1480,1469,11,0,organic,PhoenixTucson
2016-11-27,2016,2.01,6470,2026,2529,0,1915,1915,1849,66,0,organic,PhoenixTucson
2016-11-20,2016,2.01,8076,2130,3053,0,2893,2893,2789,104,0,organic,PhoenixTucson
2016-11-13,2016,1.86,11447,3177,3130,0,5140,5140,4928,212,0,organic,PhoenixTucson
2016-11-06,2016,2.35,8305,3221,3921,0,1163,1162,1049,113,0,organic,PhoenixTucson
2016-10-30,2016,2.62,5394,1437,3459,0,498,498,485,13,0,organic,PhoenixTucson
2016-10-23,2016,2.22,6018,2044,2692,0,1282,1281,1219,62,0,organic,PhoenixTucson
2016-10-16,2016,2.04,8551,2904,3742,0,1905,1905,1846,59,0,organic,PhoenixTucson
2016-10-09,2016,2.4,5963,1750,2997,0,1216,1216,1109,107,0,organic,PhoenixTucson
2016-10-02,2016,2.62,5380,1150,3520,0,710,711,489,222,0,organic,PhoenixTucson
2016-09-25,2016,2.47,5578,1537,3148,0,893,893,843,50,0,organic,PhoenixTucson
2016-09-18,2016,2.13,7887,2974,3091,0,1822,1822,1495,327,0,organic,PhoenixTucson
2016-09-11,2016,2.16,8839,3684,3192,0,1963,1964,584,1380,0,organic,PhoenixTucson
2016-09-04,2016,2.15,8914,3685,3164,0,2065,2066,562,1504,0,organic,PhoenixTucson
2016-08-28,2016,2.18,8526,3374,3328,0,1824,1824,443,1381,0,organic,PhoenixTucson
2016-08-21,2016,2.08,9184,4112,2937,0,2135,2136,524,1612,0,organic,PhoenixTucson
2016-08-14,2016,2.13,9221,3418,3562,0,2241,2242,581,1661,0,organic,PhoenixTucson
2016-08-07,2016,2.13,9649,3641,3890,0,2118,2118,434,1684,0,organic,PhoenixTucson
2016-07-31,2016,2.19,10363,4127,3944,0,2292,2292,472,1820,0,organic,PhoenixTucson
2016-07-24,2016,2.08,11457,4721,4140,0,2596,2596,462,2134,0,organic,PhoenixTucson
2016-07-17,2016,1.77,14216,6637,4591,0,2988,2989,432,2557,0,organic,PhoenixTucson
2016-07-10,2016,1.82,13993,6134,4632,0,3227,3227,421,2806,0,organic,PhoenixTucson
2016-07-03,2016,1.65,14055,6215,4301,0,3539,3540,454,3086,0,organic,PhoenixTucson
2016-06-26,2016,1.66,13866,6128,4823,0,2915,2916,648,2268,0,organic,PhoenixTucson
2016-06-19,2016,1.69,17096,5593,9680,0,1823,1823,484,1339,0,organic,PhoenixTucson
2016-06-12,2016,1.51,14349,7297,5159,0,1893,1893,1185,708,0,organic,PhoenixTucson
2016-06-05,2016,1.52,12700,5651,4638,0,2411,2410,574,1836,0,organic,PhoenixTucson
2016-05-29,2016,1.47,19188,5317,11018,0,2853,2853,415,2438,0,organic,PhoenixTucson
2016-05-22,2016,1.52,14664,5249,6144,0,3271,3271,304,2967,0,organic,PhoenixTucson
2016-05-15,2016,1.37,23075,6930,11800,0,4345,4345,419,3926,0,organic,PhoenixTucson
2016-05-08,2016,1.41,14188,6947,3839,0,3402,3401,524,2877,0,organic,PhoenixTucson
2016-05-01,2016,1.3,19517,10863,3559,0,5095,5095,1555,3540,0,organic,PhoenixTucson
2016-04-24,2016,1.39,33499,19535,9311,0,4653,4653,1073,3580,0,organic,PhoenixTucson
2016-04-17,2016,1.53,18395,7150,8259,0,2986,2985,729,2256,0,organic,PhoenixTucson
2016-04-10,2016,1.38,13920,6553,2195,0,5172,5172,4131,1041,0,organic,PhoenixTucson
2016-04-03,2016,1.25,13282,7694,1684,0,3904,3904,3146,758,0,organic,PhoenixTucson
2016-03-27,2016,1.54,11321,6597,2101,0,2623,2623,2259,364,0,organic,PhoenixTucson
2016-03-20,2016,1.57,10098,5964,1870,0,2264,2264,2071,193,0,organic,PhoenixTucson
2016-03-13,2016,1.47,11204,5810,1768,0,3626,3627,3587,40,0,organic,PhoenixTucson
2016-03-06,2016,1.48,12437,5687,1414,0,5336,5337,4872,465,0,organic,PhoenixTucson
2016-02-28,2016,1.52,10666,5124,1445,0,4097,4098,3988,110,0,organic,PhoenixTucson
2016-02-21,2016,1.63,9223,4296,1488,0,3439,3439,2821,618,0,organic,PhoenixTucson
2016-02-14,2016,1.34,12060,6180,1601,0,4279,4279,3027,1252,0,organic,PhoenixTucson
2016-02-07,2016,1.6,9473,5809,992,0,2672,2673,2401,272,0,organic,PhoenixTucson
2016-01-31,2016,1.53,8135,5035,1073,0,2027,2027,1949,78,0,organic,PhoenixTucson
2016-01-24,2016,1.61,9059,5138,1669,0,2252,2252,2188,64,0,organic,PhoenixTucson
2016-01-17,2016,1.46,10927,6758,1864,0,2305,2304,2242,62,0,organic,PhoenixTucson
2016-01-10,2016,1.35,13146,7104,1765,0,4277,4276,4179,97,0,organic,PhoenixTucson
2016-01-03,2016,1.61,10651,6889,1037,0,2725,2724,2619,105,0,organic,PhoenixTucson
2016-12-25,2016,1.48,7784,708,3,0,7073,7072,6823,249,0,organic,Pittsburgh
2016-12-18,2016,1.48,6429,693,14,0,5722,5722,5309,413,0,organic,Pittsburgh
2016-12-11,2016,1.52,7774,756,17,0,7001,7001,6516,485,0,organic,Pittsburgh
2016-12-04,2016,1.53,7909,893,9,0,7007,7007,6548,459,0,organic,Pittsburgh
2016-11-27,2016,1.53,6724,660,7,2,6055,6056,5638,418,0,organic,Pittsburgh
2016-11-20,2016,1.53,7498,832,18,0,6648,6648,6228,420,0,organic,Pittsburgh
2016-11-13,2016,1.53,7864,873,7,0,6984,6984,6548,436,0,organic,Pittsburgh
2016-11-06,2016,1.53,8022,891,74,0,7057,7057,6635,422,0,organic,Pittsburgh
2016-10-30,2016,1.54,8707,949,60,0,7698,7698,7249,449,0,organic,Pittsburgh
2016-10-23,2016,1.52,8896,1010,88,0,7798,7799,7225,574,0,organic,Pittsburgh
2016-10-16,2016,1.53,9213,969,133,0,8111,8111,7686,425,0,organic,Pittsburgh
2016-10-09,2016,1.51,9599,1003,103,0,8493,8493,7952,541,0,organic,Pittsburgh
2016-10-02,2016,1.53,10006,796,105,0,9105,9105,8683,422,0,organic,Pittsburgh
2016-09-25,2016,1.53,8814,1033,129,0,7652,7653,7152,501,0,organic,Pittsburgh
2016-09-18,2016,1.51,7588,1153,157,0,6278,6278,5973,305,0,organic,Pittsburgh
2016-09-11,2016,1.49,6095,1074,114,0,4907,4907,4523,384,0,organic,Pittsburgh
2016-09-04,2016,1.53,5273,927,128,0,4218,4218,4183,35,0,organic,Pittsburgh
2016-08-28,2016,1.52,4650,713,225,0,3712,3712,3503,209,0,organic,Pittsburgh
2016-08-21,2016,1.54,5441,741,170,0,4530,4531,4523,8,0,organic,Pittsburgh
2016-08-14,2016,1.54,5960,916,208,0,4836,4836,4671,165,0,organic,Pittsburgh
2016-08-07,2016,1.54,5083,861,175,0,4047,4047,3939,108,0,organic,Pittsburgh
2016-07-31,2016,1.49,6156,844,246,3,5063,5062,5062,0,0,organic,Pittsburgh
2016-07-24,2016,1.46,5495,657,164,0,4674,4674,4667,7,0,organic,Pittsburgh
2016-07-17,2016,1.44,5896,608,197,0,5091,5090,5069,21,0,organic,Pittsburgh
2016-07-10,2016,1.49,2673,333,537,0,1803,1803,1699,104,0,organic,Pittsburgh
2016-07-03,2016,1.47,3486,252,526,0,2708,2709,2618,91,0,organic,Pittsburgh
2016-06-26,2016,1.48,5571,545,257,0,4769,4769,4769,0,0,organic,Pittsburgh
2016-06-19,2016,1.43,7346,566,212,12,6556,6556,6552,4,0,organic,Pittsburgh
2016-06-12,2016,1.47,5885,690,178,32,4985,4985,4906,79,0,organic,Pittsburgh
2016-06-05,2016,1.49,5640,841,201,7,4591,4591,4576,15,0,organic,Pittsburgh
2016-05-29,2016,1.49,7189,1007,248,7,5927,5928,5928,0,0,organic,Pittsburgh
2016-05-22,2016,1.42,1979,378,150,32,1419,1419,1419,0,0,organic,Pittsburgh
2016-05-15,2016,1.41,2139,181,241,15,1702,1703,1703,0,0,organic,Pittsburgh
2016-05-08,2016,1.31,2124,239,389,36,1460,1461,1461,0,0,organic,Pittsburgh
2016-05-01,2016,1.42,2119,139,269,16,1695,1695,1695,0,0,organic,Pittsburgh
2016-04-24,2016,1.48,1542,140,154,56,1192,1192,1188,4,0,organic,Pittsburgh
2016-04-17,2016,1.48,1615,88,323,3,1201,1200,1200,0,0,organic,Pittsburgh
2016-04-10,2016,1.35,1160,92,301,0,767,767,767,0,0,organic,Pittsburgh
2016-04-03,2016,1.43,1015,99,322,0,594,593,590,3,0,organic,Pittsburgh
2016-03-27,2016,1.18,1703,97,220,26,1360,1359,1356,3,0,organic,Pittsburgh
2016-03-20,2016,1.2,1237,69,146,12,1010,1010,976,34,0,organic,Pittsburgh
2016-03-13,2016,1.15,1480,109,84,9,1278,1277,1274,3,0,organic,Pittsburgh
2016-03-06,2016,1.37,867,136,127,5,599,599,589,10,0,organic,Pittsburgh
2016-02-28,2016,1.54,880,135,276,0,469,469,387,82,0,organic,Pittsburgh
2016-02-21,2016,1.33,1256,314,32,0,910,909,614,295,0,organic,Pittsburgh
2016-02-14,2016,1.38,1239,196,165,0,878,878,688,190,0,organic,Pittsburgh
2016-02-07,2016,1.45,992,161,191,0,640,640,539,101,0,organic,Pittsburgh
2016-01-31,2016,1.3,1242,292,137,0,813,812,749,63,0,organic,Pittsburgh
2016-01-24,2016,1.16,1940,236,132,0,1572,1572,1526,46,0,organic,Pittsburgh
2016-01-17,2016,1.45,1220,454,42,0,724,724,560,164,0,organic,Pittsburgh
2016-01-10,2016,1.4,1315,374,21,0,920,920,816,104,0,organic,Pittsburgh
2016-01-03,2016,1.44,912,292,13,0,607,607,462,145,0,organic,Pittsburgh
2016-12-25,2016,0.68,72161,2888,7044,10,62219,62219,639,61580,0,organic,Portland
2016-12-18,2016,0.99,35326,4213,3820,2,27291,27292,1072,26220,0,organic,Portland
2016-12-11,2016,1.45,19755,3529,3218,7,13001,13002,168,12834,0,organic,Portland
2016-12-04,2016,1.46,26064,3404,4488,10,18162,18162,233,17929,0,organic,Portland
2016-11-27,2016,1.39,26868,2771,3371,8,20718,20718,130,20588,0,organic,Portland
2016-11-20,2016,1.41,31253,2457,4595,7,24194,24194,776,23418,0,organic,Portland
2016-11-13,2016,2.16,18793,2802,8416,5,7570,7569,704,6865,0,organic,Portland
2016-11-06,2016,1.79,25233,3623,7496,5,14109,14109,344,13765,0,organic,Portland
2016-10-30,2016,2.55,7137,1911,4598,1,627,627,172,455,0,organic,Portland
2016-10-23,2016,2.1,7817,1807,3688,18,2304,2304,386,1918,0,organic,Portland
2016-10-16,2016,1.4,26244,3781,4115,5,18343,18343,2640,15703,0,organic,Portland
2016-10-09,2016,1.39,18266,2824,2772,3,12667,12667,528,12139,0,organic,Portland
2016-10-02,2016,1.21,26445,2843,2404,0,21198,21197,2391,18806,0,organic,Portland
2016-09-25,2016,1.57,15563,2982,2887,0,9694,9694,4026,5668,0,organic,Portland
2016-09-18,2016,1.46,24816,4166,3431,0,17219,17218,9866,7352,0,organic,Portland
2016-09-11,2016,1.22,43084,4820,5901,0,32363,32362,6677,25685,0,organic,Portland
2016-09-04,2016,1.34,38353,4755,13713,0,19885,19885,873,19012,0,organic,Portland
2016-08-28,2016,2.06,21628,5637,15480,0,511,512,259,253,0,organic,Portland
2016-08-21,2016,1.67,25714,4776,9486,5,11447,11447,2931,8516,0,organic,Portland
2016-08-14,2016,1.74,29527,6587,11770,0,11170,11170,3626,7544,0,organic,Portland
2016-08-07,2016,1.58,28824,5514,9962,0,13348,13348,3074,10274,0,organic,Portland
2016-07-31,2016,1.64,30037,5706,11095,0,13236,13236,6848,6388,0,organic,Portland
2016-07-24,2016,2.25,20483,5280,13778,10,1415,1416,1038,378,0,organic,Portland
2016-07-17,2016,1.86,29018,4204,15793,26,8995,8994,113,8881,0,organic,Portland
2016-07-10,2016,1.66,27249,5421,11124,20,10684,10684,130,10554,0,organic,Portland
2016-07-03,2016,1.33,45380,6124,12523,0,26733,26734,66,26668,0,organic,Portland
2016-06-26,2016,1.42,36278,5890,17272,25,13091,13091,109,12982,0,organic,Portland
2016-06-19,2016,1.23,49843,7924,26691,18,15210,15210,1979,13231,0,organic,Portland
2016-06-12,2016,1.67,25140,6922,15537,15,2666,2666,273,2393,0,organic,Portland
2016-06-05,2016,1.66,29172,7923,20356,12,881,881,90,791,0,organic,Portland
2016-05-29,2016,1.44,34898,2628,21156,0,11114,11113,150,10963,0,organic,Portland
2016-05-22,2016,1.22,56943,1811,32673,7,22452,22452,123,22329,0,organic,Portland
2016-05-15,2016,1.61,28746,1973,24271,3,2499,2498,97,2401,0,organic,Portland
2016-05-08,2016,1.19,40105,2072,19666,3,18364,18363,103,18260,0,organic,Portland
2016-05-01,2016,1.03,44516,2159,14038,0,28319,28319,99,28220,0,organic,Portland
2016-04-24,2016,1.39,38187,1875,29434,3,6875,6875,199,6676,0,organic,Portland
2016-04-17,2016,1.64,19825,2204,14267,2,3352,3352,93,3259,0,organic,Portland
2016-04-10,2016,0.96,81224,2126,32427,0,46671,46672,322,46350,0,organic,Portland
2016-04-03,2016,1.3,35447,2241,16387,5,16814,16815,297,16518,0,organic,Portland
2016-03-27,2016,1.33,30826,1420,16075,2,13329,13329,89,13240,0,organic,Portland
2016-03-20,2016,0.87,96171,1403,26704,0,68064,68065,258,67807,0,organic,Portland
2016-03-13,2016,1.13,38890,1466,10758,0,26666,26666,36,26630,0,organic,Portland
2016-03-06,2016,1.29,29352,1472,11529,2,16349,16349,0,16349,0,organic,Portland
2016-02-28,2016,1.89,12314,1352,10794,2,166,166,26,140,0,organic,Portland
2016-02-21,2016,1.76,13209,786,9954,5,2464,2465,191,2274,0,organic,Portland
2016-02-14,2016,0.9,63683,1155,18425,3,44100,44099,1434,42665,0,organic,Portland
2016-02-07,2016,1.12,30022,1307,12258,0,16457,16457,12385,4072,0,organic,Portland
2016-01-31,2016,1.35,24572,1050,9317,13,14192,14192,43,14149,0,organic,Portland
2016-01-24,2016,1.6,17725,1555,8078,15,8077,8077,0,8077,0,organic,Portland
2016-01-17,2016,1.22,29447,1345,11419,0,16683,16682,28,16654,0,organic,Portland
2016-01-10,2016,1.25,30581,1552,12122,15,16892,16892,22,16870,0,organic,Portland
2016-01-03,2016,1.44,28251,2016,10072,7,16156,16156,134,16022,0,organic,Portland
2016-12-25,2016,1.6,8198,169,3060,370,4599,4599,4526,73,0,organic,RaleighGreensboro
2016-12-18,2016,1.6,6605,210,2561,292,3542,3542,3393,149,0,organic,RaleighGreensboro
2016-12-11,2016,1.63,7686,129,3172,299,4086,4085,3333,752,0,organic,RaleighGreensboro
2016-12-04,2016,2.01,7632,154,2819,259,4400,4400,4029,371,0,organic,RaleighGreensboro
2016-11-27,2016,2.01,9854,194,2961,331,6368,6369,5709,660,0,organic,RaleighGreensboro
2016-11-20,2016,1.87,12022,145,3002,445,8430,8430,7328,1102,0,organic,RaleighGreensboro
2016-11-13,2016,1.85,10277,181,3018,418,6660,6659,5476,1183,0,organic,RaleighGreensboro
2016-11-06,2016,1.85,13652,181,3574,447,9450,9449,8399,1050,0,organic,RaleighGreensboro
2016-10-30,2016,1.83,13196,181,5747,603,6665,6666,6483,183,0,organic,RaleighGreensboro
2016-10-23,2016,1.69,14743,172,6245,615,7711,7710,6163,1547,0,organic,RaleighGreensboro
2016-10-16,2016,1.69,13122,168,5344,580,7030,7030,6433,597,0,organic,RaleighGreensboro
2016-10-09,2016,1.65,14283,252,6046,666,7319,7318,6449,869,0,organic,RaleighGreensboro
2016-10-02,2016,1.87,10465,190,4744,452,5079,5078,4848,230,0,organic,RaleighGreensboro
2016-09-25,2016,1.81,12808,226,4839,424,7319,7317,6302,1015,0,organic,RaleighGreensboro
2016-09-18,2016,1.85,12131,209,5138,451,6333,6333,5827,506,0,organic,RaleighGreensboro
2016-09-11,2016,1.77,15910,217,5379,518,9796,9794,8919,875,0,organic,RaleighGreensboro
2016-09-04,2016,1.83,14952,202,5615,591,8544,8543,7280,1263,0,organic,RaleighGreensboro
2016-08-28,2016,1.79,14753,433,5341,562,8417,8418,6860,1558,0,organic,RaleighGreensboro
2016-08-21,2016,1.83,15043,393,5555,665,8430,8430,7973,457,0,organic,RaleighGreensboro
2016-08-14,2016,1.84,11554,265,5473,699,5117,5117,4511,606,0,organic,RaleighGreensboro
2016-08-07,2016,1.65,15800,279,9030,1380,5111,5112,3958,1154,0,organic,RaleighGreensboro
2016-07-31,2016,1.68,15251,326,7146,1132,6647,6646,6307,339,0,organic,RaleighGreensboro
2016-07-24,2016,1.72,15013,285,6935,1421,6372,6371,5946,425,0,organic,RaleighGreensboro
2016-07-17,2016,1.76,12786,340,4953,1037,6456,6456,5924,532,0,organic,RaleighGreensboro
2016-07-10,2016,1.87,10162,332,3715,647,5468,5467,5254,213,0,organic,RaleighGreensboro
2016-07-03,2016,1.88,9151,241,3230,722,4958,4957,4771,186,0,organic,RaleighGreensboro
2016-06-26,2016,1.72,9221,263,3229,599,5130,5132,4327,805,0,organic,RaleighGreensboro
2016-06-19,2016,1.78,8904,251,3228,590,4835,4836,4323,513,0,organic,RaleighGreensboro
2016-06-12,2016,1.7,9782,229,3677,469,5407,5407,4380,1027,0,organic,RaleighGreensboro
2016-06-05,2016,1.58,10196,222,4200,465,5309,5309,4238,1071,0,organic,RaleighGreensboro
2016-05-29,2016,1.8,8580,235,3674,404,4267,4266,3765,501,0,organic,RaleighGreensboro
2016-05-22,2016,1.33,8390,198,3106,339,4747,4748,3330,1418,0,organic,RaleighGreensboro
2016-05-15,2016,1.66,6628,282,3879,442,2025,2026,1947,79,0,organic,RaleighGreensboro
2016-05-08,2016,1.65,6931,323,3842,493,2273,2273,2045,228,0,organic,RaleighGreensboro
2016-05-01,2016,1.59,6514,229,3675,494,2116,2116,1923,193,0,organic,RaleighGreensboro
2016-04-24,2016,1.61,5854,157,3368,437,1892,1891,1791,100,0,organic,RaleighGreensboro
2016-04-17,2016,1.49,6440,211,2959,321,2949,2948,2501,447,0,organic,RaleighGreensboro
2016-04-10,2016,1.33,7371,170,2879,336,3986,3986,3421,565,0,organic,RaleighGreensboro
2016-04-03,2016,1.73,4879,158,3254,392,1075,1075,850,225,0,organic,RaleighGreensboro
2016-03-27,2016,1.43,5903,137,2548,330,2888,2888,2230,658,0,organic,RaleighGreensboro
2016-03-20,2016,1.42,5259,192,2697,327,2043,2044,1020,1024,0,organic,RaleighGreensboro
2016-03-13,2016,1.54,5341,264,2611,314,2152,2152,1780,372,0,organic,RaleighGreensboro
2016-03-06,2016,1.79,3721,156,2740,376,449,448,443,5,0,organic,RaleighGreensboro
2016-02-28,2016,1.71,4245,231,2720,363,931,932,902,30,0,organic,RaleighGreensboro
2016-02-21,2016,1.76,3565,212,2288,383,682,682,660,22,0,organic,RaleighGreensboro
2016-02-14,2016,1.59,4235,184,1987,398,1666,1666,1297,369,0,organic,RaleighGreensboro
2016-02-07,2016,1.54,5562,215,2622,515,2210,2211,1281,930,0,organic,RaleighGreensboro
2016-01-31,2016,1.56,5730,188,2632,448,2462,2463,1822,641,0,organic,RaleighGreensboro
2016-01-24,2016,1.59,5276,113,2236,416,2511,2511,2409,102,0,organic,RaleighGreensboro
2016-01-17,2016,1.66,4138,147,2089,437,1465,1465,1261,204,0,organic,RaleighGreensboro
2016-01-10,2016,1.59,6505,145,3049,534,2777,2777,2217,560,0,organic,RaleighGreensboro
2016-01-03,2016,1.68,4885,157,2420,558,1750,1750,1386,364,0,organic,RaleighGreensboro
2016-12-25,2016,1.66,5234,501,2272,152,2309,2309,2309,0,0,organic,RichmondNorfolk
2016-12-18,2016,1.61,5228,373,2228,180,2447,2447,2381,66,0,organic,RichmondNorfolk
2016-12-11,2016,1.58,6377,311,2646,170,3250,3249,2668,581,0,organic,RichmondNorfolk
2016-12-04,2016,1.3,7133,263,2320,116,4434,4434,1642,2792,0,organic,RichmondNorfolk
2016-11-27,2016,1.27,6627,297,1879,171,4280,4280,1539,2741,0,organic,RichmondNorfolk
2016-11-20,2016,1.1,8894,321,1920,253,6400,6401,1855,4546,0,organic,RichmondNorfolk
2016-11-13,2016,1.61,7529,275,2722,218,4314,4314,2457,1857,0,organic,RichmondNorfolk
2016-11-06,2016,1.16,12921,354,3333,225,9009,9009,3286,5723,0,organic,RichmondNorfolk
2016-10-30,2016,1.76,6707,212,3878,349,2268,2268,2042,226,0,organic,RichmondNorfolk
2016-10-23,2016,1.16,12155,142,4350,358,7305,7305,1949,5356,0,organic,RichmondNorfolk
2016-10-16,2016,1.39,8474,202,3729,294,4249,4249,2084,2165,0,organic,RichmondNorfolk
2016-10-09,2016,1.25,10827,291,3653,403,6480,6480,3083,3397,0,organic,RichmondNorfolk
2016-10-02,2016,1.79,6425,63,3661,301,2400,2400,2195,205,0,organic,RichmondNorfolk
2016-09-25,2016,1.54,10038,106,3807,234,5891,5891,3344,2547,0,organic,RichmondNorfolk
2016-09-18,2016,1.52,9706,109,3996,251,5350,5349,3302,2047,0,organic,RichmondNorfolk
2016-09-11,2016,1.24,10719,95,3701,276,6647,6647,3157,3490,0,organic,RichmondNorfolk
2016-09-04,2016,1.29,10686,131,4207,327,6021,6021,2581,3440,0,organic,RichmondNorfolk
2016-08-28,2016,1.32,9356,107,3821,345,5083,5083,2639,2444,0,organic,RichmondNorfolk
2016-08-21,2016,1.56,9073,102,4189,364,4418,4418,2669,1749,0,organic,RichmondNorfolk
2016-08-14,2016,1.43,9194,132,3712,406,4944,4945,2674,2271,0,organic,RichmondNorfolk
2016-08-07,2016,1.33,11384,180,4064,536,6604,6604,2870,3734,0,organic,RichmondNorfolk
2016-07-31,2016,1.39,8574,181,3716,361,4316,4316,2699,1617,0,organic,RichmondNorfolk
2016-07-24,2016,1.44,8316,77,3877,586,3776,3777,2544,1233,0,organic,RichmondNorfolk
2016-07-17,2016,1.5,9628,161,4390,500,4577,4577,2762,1815,0,organic,RichmondNorfolk
2016-07-10,2016,1.41,8691,190,4923,464,3114,3114,1824,1290,0,organic,RichmondNorfolk
2016-07-03,2016,1.44,7492,200,4533,420,2339,2339,1563,776,0,organic,RichmondNorfolk
2016-06-26,2016,1.19,9200,344,4177,391,4288,4289,1733,2556,0,organic,RichmondNorfolk
2016-06-19,2016,1.2,9148,132,4498,420,4098,4098,1913,2185,0,organic,RichmondNorfolk
2016-06-12,2016,1.16,9568,132,4169,395,4872,4873,1666,3207,0,organic,RichmondNorfolk
2016-06-05,2016,0.95,11300,135,4707,240,6218,6217,1741,4476,0,organic,RichmondNorfolk
2016-05-29,2016,1.05,11411,152,5284,242,5733,5734,2428,3306,0,organic,RichmondNorfolk
2016-05-22,2016,1.03,11131,231,4606,232,6062,6061,2186,3875,0,organic,RichmondNorfolk
2016-05-15,2016,1.37,8523,194,5552,298,2479,2478,2022,456,0,organic,RichmondNorfolk
2016-05-08,2016,1.36,9009,209,5266,341,3193,3192,2302,890,0,organic,RichmondNorfolk
2016-05-01,2016,1.37,8834,251,4756,276,3551,3551,2973,578,0,organic,RichmondNorfolk
2016-04-24,2016,1.41,8668,300,4037,175,4156,4157,3520,637,0,organic,RichmondNorfolk
2016-04-17,2016,1.19,9118,253,3546,205,5114,5114,3257,1857,0,organic,RichmondNorfolk
2016-04-10,2016,0.93,11988,256,3843,200,7689,7689,5416,2273,0,organic,RichmondNorfolk
2016-04-03,2016,1.35,6700,156,3417,317,2810,2809,1480,1329,0,organic,RichmondNorfolk
2016-03-27,2016,1.14,9029,185,3009,225,5610,5611,2487,3124,0,organic,RichmondNorfolk
2016-03-20,2016,1.0,8347,308,2676,164,5199,5198,1653,3545,0,organic,RichmondNorfolk
